Account,Link,Tenemos datos?,Fecha ultima actualización data ,similar a ,Followers,1ra Categoría,2da Categoría,3ra Categoría,ER,% Male,% Female,M 13-17,M 18-24,M 25-34,M 35-44,M 45-54,M 55-64,"M ""+65""",F 13-17,F 18-24,F 25-34,F 35-44,F 45-54,F 55-64,"F ""+65""",Argentina,Other,CPM historico,Tiene Fee Plataforma?,REPRESENTANTE,Nombre Perfil
rochigrimaldi,https://www.instagram.com/rochigrimaldi,Si,6/1/2020,,16485,Tele,,,0.02,0.80,0.20,0.07,0.35,0.31,0.18,0.06,0.02,0.01,0.08,0.38,0.33,0.13,0.05,0.02,0.01,0.50,0.50,,,,
rocio_g_oliva,https://www.instagram.com/rocio_g_oliva,No,4/11/2019,holasoylaurita,229000,Tele,,,0.01,0.36,0.64,0.06,0.35,0.36,0.16,0.05,0.01,0.01,0.08,0.37,0.33,0.14,0.05,0.02,0.01,0.84,0.16,,,,
rogeraldineoliv,https://www.twitter.com/rogeraldineoliv,No,4/11/2019,holasoylaurita,62800,Tele,,,,0.36,0.64,0.06,0.35,0.36,0.16,0.05,0.01,0.01,0.08,0.37,0.33,0.14,0.05,0.02,0.01,0.84,0.16,,,,
rulo,https://www.instagram.com/rulo,Si,7/4/2020,,461000,Tele,,,0.02,0.13,0.87,0.01,0.18,0.47,0.24,0.07,0.02,0.01,0.01,0.16,0.50,0.23,0.07,0.02,0.01,0.93,0.07,,,,
sancalori,https://www.instagram.com/sancalori,No,8/11/2019,cinefilosoficial,32500,Tele,,,0.02,0.35,0.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
sandraborghiok,https://www.instagram.com/sandraborghiok,No,11/1/2021,roxyvazquezok,127000,Tele,,,0.03,0.41,0.59,0.00,0.05,0.26,0.34,0.21,0.08,0.06,0.00,0.05,0.26,0.34,0.21,0.08,0.06,0.97,,,,,
santidelmoro,https://www.instagram.com/santidelmoro,No,10/11/2020,soymaju,1500000,Tele,Celebrities,,"1,36%",0.19,0.81,0.01,0.12,0.43,0.32,0.09,0.02,0.01,0.01,0.09,0.47,0.32,0.08,0.02,0.01,0.96,0.04,,,,
sergiolapegue,https://www.instagram.com/sergiolapegue,No,2/21/2022,rulo,699000,Tele,Everyday consumers,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
silviaperezruiz,https://www.instagram.com/silviaperezruiz,No,7/16/2018,soymaju,31400,Tele,,,0.01,0.48,0.52,0.10,0.44,0.31,0.10,0.03,0.01,0.01,0.05,0.42,0.37,0.10,0.04,0.01,0.01,0.39,0.61,,,,
solperez tw,https://www.twitter.com/solperez tw,No,4/11/2019,ivinadal,498300,Tele,Model,,0.01,0.69,0.31,0.03,0.27,0.42,0.20,0.06,0.01,0.01,0.03,0.32,0.45,0.15,0.03,0.01,0.01,0.86,0.14,,,,
soylistortiok,https://www.instagram.com/soylistortiok,Si,9/6/2022,,1600000,Tele,Humor,,0.01,0.36,0.64,0.01,0.25,0.47,0.17,0.05,0.01,0.04,0.01,0.21,0.44,0.20,0.07,0.02,0.05,0.84,0.16,,,,
soymarcelatynaire,https://www.instagram.com/soymarcelatynaire,No,9/6/2020,nequigalotti,125884,Tele,,,"1,2",0.15,0.85,"1,2%",#N/A,0.28,0.31,0.19,"7,2%",#N/A,"0,4%","5,3%",0.25,0.32,0.22,0.11,0.10,0.91,0.09,,,,
soypeluffo,https://www.instagram.com/soypeluffo,No,9/6/2020,jimemonteverde,135156,Tele,,,0.01,0.12,0.88,0.01,0.05,0.24,0.37,0.22,0.10,0.01,0.00,0.03,0.24,0.32,0.21,0.12,0.08,0.93,0.07,,,,
teloresumo,https://www.instagram.com/teloresumo,No,8/11/2019,_alexismoyano,1100000,Tele,,,0.02,0.83,0.17,0.06,0.41,0.42,0.08,0.02,0.00,0.01,0.05,0.41,0.43,0.08,0.03,0.01,0.01,0.84,,,,,
verobovier,https://www.instagram.com/verobovier,No,3/21/2019,soymaju,21200,Tele,Influencer,Tele,0.01,0.19,0.81,0.01,0.12,0.43,0.32,0.09,0.02,0.01,0.01,0.09,0.47,0.32,0.08,0.02,0.01,0.70,0.30,0,,,
verolozanovl,https://www.instagram.com/verolozanovl,No,1/18/2019,soymaju,1600000,Tele,,,0.00,0.19,0.81,0.01,0.12,0.43,0.32,0.09,0.02,0.01,0.01,0.09,0.47,0.32,0.08,0.02,0.01,0.96,0.04,0,,,
veruojeda25,https://www.instagram.com/veruojeda25,No,4/15/2019,barby_silenzi,307000,Tele,Deporte,,0.02,0.35,0.65,0.04,0.30,0.40,0.19,0.05,0.01,0.01,0.05,0.34,0.39,0.15,0.04,0.02,0.01,0.86,0.14,,,,
veruojeda25 tw,https://www.twitter.com/veruojeda25 tw,No,4/15/2019,barby_silenzi,234000,Tele,Deporte,,0.01,0.35,0.65,0.04,0.30,0.40,0.19,0.05,0.01,0.01,0.05,0.34,0.39,0.15,0.04,0.02,0.01,0.86,0.14,,,,
viale.nacho,https://www.instagram.com/viale.nacho,No,11/8/2019,eugeniatobal,185000,Tele,Adventure,,0.01,0.20,0.80,0.02,0.14,0.37,0.31,0.11,0.03,0.02,0.01,0.12,0.43,0.31,0.09,0.03,0.01,0.90,0.10,0,,,
victoriaxipolitakisok,https://www.instagram.com/victoriaxipolitakisok,No,21/08/20,jesicacirio,1300000,Tele,,,0.02,0.37,0.63,0.02,0.19,0.40,0.23,0.08,0.02,0.06,0.02,0.19,0.43,0.23,0.07,0.02,0.04,0.84,0.16,0,,,
vivitavila,https://www.instagram.com/vivitavila,No,4/11/2019,monicajuarez8,2302,Tele,,,0.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
vxipolitakisok tw,https://www.instagram.com/vxipolitakisok tw,No,21/08/20,victoriaxipolitakisok,416500,Tele,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
yanilatorre,https://www.instagram.com/yanilatorre,Si,25/11/20,,1536643,Tele,,,0.03,0.21,0.79,0.03,0.20,0.38,0.24,0.11,0.03,0.02,0.02,0.21,0.39,0.23,0.10,0.04,0.02,0.89,0.11,,,,
yanilatorre tw,https://www.twitter.com/yanilatorre tw,No,4/11/2019,verolozanovl,998000,Tele,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.80,0.20,,,,
zampinicarinaok,https://www.instagram.com/zampinicarinaok,No,29/05/20,felipizarro,342837,Tele,Artist,Celebrities,"2,2%",0.24,0.76,0.01,0.11,0.43,0.31,0.10,0.03,0.01,0.00,0.12,0.45,0.29,0.10,0.03,0.01,0.77,0.23,,,,
andyclar_,https://www.instagram.com/andyclar_,Si,10/27/2021,,47200,Travel,,,0.02,0.06,0.94,0.01,0.04,0.26,0.38,0.23,0.07,0.02,#N/A,0.04,0.26,0.38,0.23,0.07,0.02,0.91,0.09,,,,
argentinayelmundo,https://www.instagram.com/argentinayelmundo,Si,6/1/2018,,78466,travel,,,0.03,0.30,0.70,0.01,0.20,0.45,0.21,0.08,0.03,0.02,0.01,0.25,0.44,0.18,0.08,0.03,0.01,0.60,0.40,0,,,
camirava,https://www.instagram.com/camirava,No,27/8/19,catcourreges,695,Travel,,,0.16,0.12,0.88,0.01,0.17,0.43,0.24,0.11,0.02,0.02,0.00,0.16,0.52,0.20,0.08,0.03,0.01,0.85,0.15,,,,
cecisaia,https://www.instagram.com/cecisaia,No,1/2/2019,lulubiaus,96600,Travel,blogger,,0.03,0.11,0.89,0.01,0.20,0.49,0.22,0.06,0.01,0.01,0.01,0.21,0.50,0.21,0.05,0.01,0.01,0.81,0.19,0,,,
chicasdeviaje_,https://www.instagram.com/chicasdeviaje_,Si,21/09/20,,132000,Travel,,,0.01,0.07,0.93,0.00,0.07,0.31,0.33,0.19,0.07,0.03,0.00,0.07,0.36,0.32,0.17,0.06,0.02,0.84,0.16,,,,
chinacarracedo,https://www.instagram.com/chinacarracedo,No,21/09/20,ailinbisi,17100,Travel,,,0.06,0.33,0.67,0.01,0.17,0.40,0.28,0.10,0.02,0.02,0.02,0.23,0.43,0.22,0.07,0.02,0.01,0.89,0.11,,,,
ciudadanasdelmundo,https://www.instagram.com/ciudadanasdelmundo,Parcial,1/15/2019,argentinayelmundo,53900,Travel,Foodie,,0.04,0.06,0.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.83,0.17,0,,,
conociendo.ba,https://www.instagram.com/conociendo.ba,No,9/6/2019,bacapitalgastronomica,22400,Travel,,,0.05,0.25,0.75,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.78,0.22,,,,
delficonsani,https://www.instagram.com/delficonsani,No,1/24/2019,maguvillar,17100,Travel,Model,,0.02,#N/A,#N/A,0.01,0.14,0.60,0.19,0.03,0.02,0.01,0.01,0.24,0.57,0.12,0.04,0.01,0.01,#N/A,#N/A,0,,,
elmativiajero,https://www.instagram.com/elmativiajero,No,5/10/2020,lucianogarciapastelero,,Travel,Foodie,,"1,17%",0.10,0.90,0.01,0.34,0.41,0.15,0.07,0.01,0.01,0.01,0.38,0.35,0.15,0.10,0.01,0.00,0.87,0.13,,,,
floxie10,https://www.instagram.com/floxie10,No,1/16/2019,lorenapedace,133000,Travel,,,0.02,0.08,0.92,0.00,0.05,0.31,0.41,0.16,0.05,0.02,0.00,0.05,0.31,0.41,0.16,0.05,0.02,0.84,0.16,0,,,
giannicersosimo,https://www.instagram.com/giannicersosimo,No,1/16/2019,soydegrecia,30240,Travel,,,0.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.35,0,,,
hisilvie_,https://www.instagram.com/hisilvie_,No,5/10/2020,misslittletouch,32200,Travel,Fashion,,"1,01%",0.24,0.76,0.03,0.24,0.39,0.22,0.08,0.02,0.02,0.02,0.19,0.42,0.27,0.07,0.02,0.01,0.58,0.42,,,,
maguvillar,https://www.instagram.com/maguvillar,No,1/15/2019,soydegrecia,5632,Travel,blogger,,0.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
martuespoueys,https://www.instagram.com/martuespoueys,No,1/9/2019,juanavidou,4588,Travel,Fashion,,0.06,0.25,0.75,0.05,0.47,0.31,0.11,0.04,0.01,0.01,0.05,0.47,0.31,0.11,0.04,0.01,0.01,0.54,0.46,0,,,
masloffsasha,https://www.instagram.com/masloffsasha,No,8/14/2019,catcourreges,14900,Travel,,,0.05,0.12,0.88,0.01,0.17,0.43,0.24,0.11,0.02,0.02,0.00,0.16,0.52,0.20,0.08,0.03,0.01,0.85,0.15,,,,
matiporras,https://www.instagram.com/matiporras,No,19/06/2019,elniniocamo,5722,Travel,LifeStyle,,0.09,0.45,0.55,0.04,0.35,0.38,0.14,0.05,0.02,0.02,0.04,0.37,0.41,0.12,0.04,0.01,0.01,0.70,0.30,,,,
migraralmundo,https://www.instagram.com/migraralmundo,No,5/16/2019,soydegrecia,14700,Travel,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
muyviajera,https://www.instagram.com/muyviajera,No,1/3/2021,turistaenbuenosaires,433202,Travel,LifeStyle,,0.01,0.32,0.68,0.00,0.10,0.44,0.29,0.11,0.04,0.02,0.00,0.11,0.43,0.27,0.12,0.05,0.02,0.74,0.26,,,,
pasaje.en.mano,https://www.instagram.com/pasaje.en.mano,No,7/21/2019,migraralmundo,89300,Travel,,,0.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
sirchandler YT,https://www.youtube.com/c/SirChandlerArg,No,9/29/2021,matiporras,194000,Travel,,,0.01,0.45,0.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.70,0.30,,,,
soydegrecia,https://www.instagram.com/soydegrecia,Si,12/22/2021,,42900,Travel,blogger,,0.00,0.24,0.76,0.05,0.47,0.31,0.10,0.04,0.01,0.01,0.01,0.15,0.45,0.23,0.11,0.03,0.04,0.60,0.40,0,,,
soyunmix,https://www.instagram.com/soyunmix,No,3/19/2019,soydegrecia,82600,Travel,Deco,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
theviaje_,https://www.instagram.com/theviaje_,No,1/16/2019,soydegrecia,15000,Travel,,,0.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.35,0,,,
titaureta CH,https://www.instagram.com/titaureta CH,No,28/11/2018,catavallejos CH,328000,Travel,,,0.03,0.46,0.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.90,0.10,,,,
turistaenbuenosaires,https://www.instagram.com/turistaenbuenosaires,Si,12/22/2021,,424000,Travel,,,0.03,0.32,0.68,0.00,0.10,0.44,0.29,0.11,0.04,0.02,0.00,0.11,0.43,0.27,0.12,0.05,0.02,0.74,0.26,,,,
vanepellizzeri,https://www.instagram.com/vanepellizzeri,No,2/14/2019,lorenapedace,133000,Travel,,,0.03,0.08,0.92,0.00,0.05,0.31,0.41,0.16,0.05,0.02,0.00,0.05,0.31,0.41,0.16,0.05,0.02,0.84,0.16,0,,,
alepaddle,https://www.instagram.com/alepaddle,No,13/4/2021,matiasantico,16000,Vehículos,,,0.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
barbierutz,https://www.instagram.com/barbierutz,No,13/4/2021,laufgallego,28000,Vehículos,,,0.10,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
carsmagazinearg,https://www.instagram.com/carsmagazinearg,No,3/12/2021,matiasantico,22100,Vehículos,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
chiappone.damian,https://www.instagram.com/chiappone.damian,No,13/4/2021,laufgallego,123000,Vehículos,,,0.11,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
gallegomartin,https://www.instagram.com/gallegomartin,No,3/12/2021,laufgallego,350000,Vehículos,,,0.10,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
jeremiasditarciook,https://www.instagram.com/jeremiasditarciook,No,13/4/2021,laufgallego,33000,Vehículos,,,0.17,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
josedenari,https://www.instagram.com/josedenari,No,3/12/2021,matiasantico,39300,Vehículos,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
kilometro X YT,https://www.youtube.com/c/kilometroX,No,9/29/2021,valencastellote YT,27400,Vehículos,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
lucasramirezph,https://www.instagram.com/lucasramirezph,No,3/12/2021,laufgallego,71000,Vehículos,,,0.10,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
lucasramirezph YT,https://www.youtube.com/c/LucasRamirezFotografia,No,9/29/2021,lucasramirezph,127000,Vehículos,,,0.01,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
luchitodemaria,https://www.instagram.com/luchitodemaria,No,3/12/2021,lucasramirezph,52700,Vehículos,,,0.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
markdemianarg,https://www.instagram.com/markdemianarg,No,3/12/2021,laufgallego,30900,Vehículos,,,0.05,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
me.johansen,https://www.instagram.com/me.johansen,No,22/6/2021,laufgallego,95400,Vehículos,,,0.13,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
me.johansen yt,https://www.instagram.com/me.johansen yt,No,22/6/2021,laufgallego,43700,Vehículos,,,0.01,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
rorrostunt,https://www.instagram.com/rorrostunt,No,13/4/2021,laufgallego,88000,Vehículos,,,0.15,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
smokeduardo,https://www.instagram.com/smokeduardo,No,13/4/2021,matiasantico,65000,Vehículos,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
valencastellote,https://www.instagram.com/valencastellote,Parcial,1/31/2022,falta rango etario,46800,Vehículos,,,0.19,0.83,0.17,,,,,,,,,,,,,,,0.90,0.10,,,,
valencastellote YT,https://www.youtube.com/channel/UCwmCbLncgoNWXu29EjIomAw,No,9/29/2021,laufgallego yt,61300,Vehículos,,,0.01,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,0.10,,,,
agustinaetchegoyen,https://www.instagram.com/agustinaetchegoyen,No,9/8/2022,dafneschilling,33487,Yoga,Salud,,0.02,0.09,0.91,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.86,0.14,,,,
rodrigo.grondona,https://www.instagram.com/rodrigo.grondona,Parcial,8/10/2019,,21500,Yoga,LifeStyle,,0.00,0.19,0.81,0.01,0.10,0.41,0.31,0.13,0.03,0.01,0.01,0.10,0.41,0.31,0.13,0.03,0.01,0.80,0.20,,,,
top_toi,https://www.instagram.com/top_toi,No,7/7/2020,agustinaechegoyen,4699,Yoga,,,0.06,0.17,0.83,0.01,0.14,0.53,0.24,0.06,0.01,0.01,0.00,0.22,0.62,0.12,0.03,0.01,0.00,0.89,0.11,,,,
yogapuro,https://www.instagram.com/yogapuro,No,7/7/2020,agustinaechegoyen,24750,Yoga,Healthy,,0.00,0.17,0.83,0.01,0.14,0.53,0.24,0.06,0.01,0.01,0.00,0.22,0.62,0.12,0.03,0.01,0.00,0.89,0.11,,,,
angievelasco08 TK,https://www.instagram.com/angievelasco08 TK,Parcial,,angievelasco08,3200000,youtube,,,0.01,0.30,0.70,0.13,0.43,0.25,0.10,0.04,0.01,0.04,0.14,0.42,0.23,0.11,0.05,0.01,0.04,0.72,0.28,,,,
brensanderyt,https://www.instagram.com/brensanderyt,No,1/29/2019,natiblattmakeup,191409,youtube,,,0.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.80,0.20,0,,,
bridominguez TK,https://www.instagram.com/bridominguez TK,No,,bridominguez,2200000,youtube,,,0.15,0.19,0.81,0.02,0.27,0.43,0.19,0.06,0.02,0.01,0.03,0.30,0.44,0.16,0.04,0.02,0.01,0.86,0.14,,,,
fashiondiaries,https://www.instagram.com/fashiondiaries,No,1/29/2019,valenmadanes,511000,youtube,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.80,0.20,0,,,
gonchobanzas YT,https://www.instagram.com/gonchobanzas YT,No,28/11/2018,gonchobanzas,446000,youtube,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
kaimolinellii,https://www.instagram.com/kaimolinellii,Parcial,7/12/2022,rango todos,205000,youtube,,,0.06,0.87,0.13,0.14,0.40,0.32,0.08,0.03,0.01,0.02,0.14,0.40,0.32,0.08,0.03,0.01,0.02,0.74,0.26,,,,
nico.barral,https://www.instagram.com/nico.barral,No,2/12/2019,danilachepi,99800,youtube,Tele,,0.01,0.10,0.90,0.02,0.25,0.43,0.21,0.06,0.02,0.01,0.02,0.25,0.43,0.21,0.06,0.02,0.01,0.80,0.20,,,,
 janajanitablog TK,https://www.instagram.com/ janajanitablog TK,No,1/20/2022,janajanitablog,30900,,,,0.05,0.06,0.94,0.00,0.09,0.31,0.29,0.18,0.06,0.02,0.00,0.03,0.25,0.38,0.22,0.07,0.02,0.90,0.10,,,,
agusbarroso5,https://www.instagram.com/agusbarroso5,Si,4/2/2020,,48800,,,,0.11,0.54,0.46,0.04,0.37,0.41,0.13,0.03,0.01,0.01,0.07,0.40,0.39,0.10,0.02,0.01,0.01,0.83,0.17,,,,
agustinamuda,https://www.instagram.com/agustinamuda,Si,29/05/2019,,18918,,,,0.03,0.38,0.62,0.01,0.10,0.28,0.35,0.18,0.06,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.96,0.04,,,,
agustinamuda,https://www.instagram.com/agustinamuda,Si,5/29/2019,,,,,,0.03,0.38,0.62,0.01,0.10,0.28,0.35,0.18,0.06,0.02,0.01,0.08,0.31,0.35,0.17,0.06,0.02,0.96,0.04,,,,
alemartinezcba,https://www.instagram.com/alemartinezcba,No,28/08/20,alinamoine,72900,,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
angelesbalbiani,https://www.instagram.com/angelesbalbiani,No,28/08/20,micavazquezok,552000,,,,0.02,0.42,0.58,0.02,0.19,0.44,0.23,0.08,0.03,0.02,0.02,0.19,0.44,0.23,0.08,0.03,0.02,0.48,0.52,,,,
anitasullivan,https://www.instagram.com/anitasullivan,Si,5/29/2019,,,,,,0.03,0.47,0.53,0.02,0.29,0.41,0.20,0.05,0.01,0.02,0.03,0.34,0.44,0.13,0.04,0.01,0.01,0.42,0.58,,,,
beauty.and.trendsarg,https://www.instagram.com/beauty.and.trendsarg,No,5/29/2019,lookea.me,,,,,0.04,0.03,0.97,0.01,0.17,0.36,0.28,0.12,0.04,0.02,0.01,0.15,0.44,0.28,0.09,0.02,0.01,0.81,0.19,,,,
belennoelig,https://www.instagram.com/belennoelig,No,5/11/2021,florjazminpe,27600,,,,0.07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
belucarminattimakeup,https://www.instagram.com/belucarminattimakeup,No,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
bonica.ba,https://www.instagram.com/bonica.ba,Si,3/2/2020,,53200,,,,0.02,0.02,0.98,0.02,0.22,0.36,0.21,0.11,0.04,0.04,0.00,0.19,0.45,0.21,0.09,0.04,0.02,0.67,0.33,,,,
brenponcedeleon,https://www.instagram.com/brenponcedeleon,No,1/12/2020,vivalamodablog,34000,,,,0.02,0.04,0.96,0.01,0.17,0.42,0.26,0.10,0.02,0.02,0.01,0.20,0.48,0.22,0.06,0.02,0.01,0.86,0.14,,,,
breymariana,https://www.instagram.com/breymariana,No,28/08/20,micaviciconte,869000,,,,,0.34,0.66,0.05,0.30,0.37,0.18,0.07,0.02,0.01,0.05,0.30,0.37,0.18,0.07,0.02,0.01,0.87,0.13,,,,
carmeladelasnieves,https://www.instagram.com/carmeladelasnieves,No,1/12/2020,vivalamodablog,11600,,,,0.07,0.04,0.96,0.01,0.17,0.42,0.26,0.10,0.02,0.02,0.01,0.20,0.48,0.22,0.06,0.02,0.01,0.86,0.14,,,,
carolamauermodular,https://www.instagram.com/carolamauermodular,Parcial,7/1/2019,,27900,,,,0.00,0.14,0.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.03,0.35,0.42,0.15,0.04,0.01,0.92,0.08,,,,
chicasentecTW,https://www.twitter.com/chicasentecTW,No,4/11/2019,Wait_ManTW,15500,,,,0.01,0.20,0.80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
come.consciente,https://www.instagram.com/come.consciente,No,11/4/2019,felipizarro,212000,,,,0.01,0.24,0.76,0.01,0.11,0.43,0.31,0.10,0.03,0.01,0.00,0.12,0.45,0.29,0.10,0.03,0.01,0.77,0.23,0,,,
cuk_it,https://www.instagram.com/cuk_it,Si,26/12/19,,246000,,,,0.01,0.14,0.86,0.01,0.23,0.39,0.21,0.10,0.04,0.02,0.01,0.20,0.38,0.24,0.11,0.04,0.02,0.58,0.42,,,,
DAYANA_RECIH,https://www.instagram.com/dayana_reich/?hl=es,Si,20/09/2019,,46200,,,,0.01,0.53,0.47,0.03,0.33,0.41,0.16,0.05,0.01,0.01,0.05,0.42,0.38,0.10,0.03,0.01,0.01,0.91,0.09,,,,
delfinamorbelli,https://www.instagram.com/delfinamorbelli,Si,29/05/2019,,16000,,,,0.05,0.50,0.50,0.03,0.27,0.37,0.20,0.09,0.02,0.02,0.02,0.33,0.39,0.16,0.06,0.02,0.02,0.36,0.64,,,,
delossantosines,https://www.instagram.com/delossantosines,Si,17/2/20,,32100,,,,0.02,0.42,0.58,0.00,0.06,0.42,0.36,0.13,0.02,0.01,0.00,0.06,0.42,0.36,0.13,0.02,0.01,0.84,0.16,,,,
